question,super_category,English_translated,English_Paraphrase,French_Paraphrase
Mon propriétaire peut-il mettre fin au bail de longue durée avant l’échéance à Bruxelles ?,Droit immobilier,Can my owner terminate the long-term lease before expiry in Brussels?,Is it possible for my owner to end the long-term lease before the end of the year?,Est-il possible pour mon propriétaire de mettre fin au bail à long terme avant la fin de l'année?
Ai-je droit à l'aide juridique (ex pro deo) si je suis surendetté ?,Droit pénal,Am I entitled to legal aid (ex pro deo) if I am overindebted?,"If I am overindebted, am I entitled to legal aid?","Si je suis surendetté, ai-je droit à l'aide juridique?"
Qu’est-ce que je risque si je me fais prendre à voler dans un magasin ?,Droit pénal,What do I risk if I get caught flying in a store?,"If I get caught flying in a store, what do I risk?","Si je me fais prendre en train de voler dans un magasin, qu'est-ce que je risque ?"
"Je suis parent. Les frais extraordinaires, qu'est-ce que c'est ?",Droit de la famille,I'm a parent.,I'm a parent.,Je suis un parent.
Mon propriétaire peut-il m'expulser si je suis en retard de paiement à Bruxelles ?,Droit immobilier,Can my owner expel me if I'm late for payment in Brussels?,Can my owner expel me if I'm late for a payment?,Mon propriétaire peut-il m'expulser si je suis en retard pour un paiement ?
Le propriétaire peut-il m'envoyer un décompte des charges 2 ans après la fin de mon bail à Bruxelles ?,Droit immobilier,Can the owner send me a statement of charges 2 years after the end of my lease in Brussels?,Is it possible for the owner to send a statement of charges two years after my lease ends?,Est-il possible pour le propriétaire d'envoyer un relevé de charges deux ans après la fin de mon bail?
"Je suis témoin d'une infraction. Je suis convoqué pour une audition à la police en tant que témoin, que va-t-il se passer ?",Droit pénal,"I'm a witness to an offence. I'm summoned for a police hearing as a witness, what's going to happen?","I'm summoned for a police hearing as a witness, what will happen?","Je suis convoqué pour une audience de police en tant que témoin, que va-t-il se passer ?"
Je me sépare. Comment se déroule la procédure de séparation devant le tribunal de la famille ?,Droit de la famille,How's the separation procedure going in the family court?,How is the separation procedure going in the family court?,Comment se déroule la procédure de séparation devant le tribunal de la famille?
Je suis parent. Dois-je m'inquiéter pour la contribution alimentaire de mon fils si mon ex rentre en règlement collectif de dettes ?,Droit de la famille,Do I have to worry about my son's food contribution if my ex comes into collective debt settlement?,Do I have to worry about my son's food contribution if my ex comes into debt settlement?,Dois-je m'inquiéter de la contribution alimentaire de mon fils si mon ex vient au règlement de la dette?
J'ai signé une déclaration de cohabitation légale. Dois-je aider mon cohabitant légal s’il est dans le besoin ?,Droit de la famille,I signed a declaration of legal cohabitation. Do I have to help my legal cohabitant if he is in need?,Do I have to help my legal cohabitant if he is in need?,Dois-je aider mon cohabitant légal s'il a besoin d'aide ?
Qu'est-ce qu'un crédit à la consommation ?,Droit financier,What is a consumer credit?,What is a consumer credit?,Qu'est-ce qu'un crédit à la consommation?
Je divorce. Dois-je invoquer une faute de mon conjoint pour divorcer ?,Droit de la famille,Do I have to invoke a fault of my spouse to divorce?,Do I have to blame my spouse for the divorce?,Dois-je blâmer mon conjoint pour le divorce?
Qui est compétent en matière d'insalubrité ?,Droit immobilier,Who is competent in matters of healthlessness?,Who is competent in healthlessness?,Qui est compétent dans le domaine du manque de santé?
Que se passe-t-il si je ne paie plus la contribution alimentaire pour mes enfants ?,Droit financier,What happens if I don't pay the food contribution for my children anymore?,"If I don't pay the food contribution for my children, what will happen?","Si je ne paie pas la contribution alimentaire pour mes enfants, que se passera-t-il ?"
Puis-je bénéficier de l'aide juridique (ex-pro deo) si je suis propriétaire ?,Droit pénal,Can I benefit from legal aid (ex-pro deo) if I am a owner?,"If I am a owner, can I benefit from legal aid?","Si je suis propriétaire, puis-je bénéficier de l'aide juridique?"
Que faire si le médiateur de dettes ne répond pas à mes demandes ?,Droit financier,What if the debt mediator doesn't answer my requests?,What if the debt mediation doesn't respond to my requests?,Et si la médiation de la dette ne répond pas à mes demandes ?
J'introduis une demande en justice. Qu'est-ce qu'une citation ?,Droit pénal,What is a quote?,What is a quote?,Qu'est-ce qu'une citation ?
Quelle est la mission de l'administrateur de biens ?,Droit de la famille,What is the mission of the Property Administrator?,The Property Administrator has a mission.,L'administrateur des biens immobiliers a une mission.
Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Quel faire si ma plainte n’a pas été déposée devant le bon médiateur compétent ?,Droit financier,I file a complaint with a mediator. The company is located in Belgium. What if my complaint has not been lodged with the competent mediator?,The company is located in Belgium.,L'entreprise est située en Belgique.
Je divorce. Je divorce pour cause de désunion irrémédiable. Nous sommes d’accord de divorcer. Quels motifs de désunion irrémédiable peuvent justifier notre volonté de divorcer ?,Droit de la famille,I divorce. I divorce because of irretrievable disunity. We agree to divorce. What grounds for irretrievable disunity can justify our desire to divorce?,I divorce because of irretrievable disunity.,Je divorce à cause d'une désunion irrémédiable.
J'ai été condamné à une peine de prison. Qu’est-ce que la surveillance électronique ?,Droit pénal,I was sentenced to a prison sentence. What is electronic surveillance?,I was sentenced to prison.,J'ai été condamné à la prison.
Je suis convoqué en justice. Comment vais-je recevoir la décision de justice ?,Droit pénal,How am I going to receive the court decision?,I don't know how I will receive the court decision.,Je ne sais pas comment je recevrai la décision du tribunal.
Qui le juge peut-il désigner comme médiateur de dettes ?,Droit financier,Who can the judge appoint as a debt mediator?,Who can the judge appoint as a debt mediator?,Qui le juge peut-il nommer médiateur de la dette?
Mon propriétaire peut-il mettre d'initiative mes meubles à la rue ?,Droit immobilier,Can my owner initiate my furniture on the street?,Can my owner start my furniture on the street?,Mon propriétaire peut-il commencer mes meubles dans la rue ?
Je suis victime de violences conjugales. Puis-je retirer ma plainte pour violences conjugales ?,Droit de la famille,I am a victim of domestic violence. Can I withdraw my complaint of domestic violence?,I am a victim of domestic violence.,Je suis victime de violence familiale.
Que se passe-t-il si la personne protégée déménage ?,Droit de la famille,What happens if the protected person moves?,What happens if the person moves?,Que se passe-t-il si la personne bouge ?
"Je suis convoqué en justice. J'ai fait appel du jugement, que se passe-t-il en attendant le nouveau jugement ?",Droit pénal,"I have been summoned to court. I have appealed the judgment, what happens while waiting for the new judgment?",I have been summoned to court and am waiting for a new judgement.,J'ai été convoqué au tribunal et j'attends un nouveau jugement.
Que se passe-t-il une fois que j’ai effectué ma peine de travail ?,Droit pénal,What happens once I have completed my work sentence?,What happens when I finish my work sentence?,Que se passe-t-il quand je termine ma phrase de travail ?
Je suis victime de violences conjugales. Puis-je faire expulser l'auteur des violences conjugales du logement familial ?,Droit de la famille,I am a victim of domestic violence. Can I expel the perpetrator of domestic violence from the family home?,I am a victim of domestic violence.,Je suis victime de violence familiale.
Que puis-je faire si je ne suis pas d’accord avec la décision du tribunal de police ?,Droit pénal,What can I do if I disagree with the decision of the police court?,"If I disagree with the decision of the police court, what can I do?","Si je ne suis pas d'accord avec la décision du tribunal de police, que puis-je faire ?"
Qu'est-ce qu'une procédure sommaire d'injonction de payer ?,Droit financier,What is a summary order for payment procedure?,What is a summary order for payment?,Qu'est-ce qu'un ordre de paiement sommaire?
Je suis convoqué en justice. Qu'est ce que je risque si je ne respecte pas la décision ?,Droit pénal,I'm summoned to court.,I'm summoned to court.,Je suis convoqué au tribunal.
