query,super_category
"If I am a minor, am I entitled to legal aid?",Droit pénal
Is it possible to withdraw my family allowance?,Droit pénal
What is a renovation lease?,Droit immobilier
What is the value of a lease agreement signed by a minor in Wallonia?,Droit immobilier
"I'm hosting a friend/friend. Can I host whoever I want, whatever I want?",Droit immobilier
I am an adult. I have been in Belgium for at least 10 years. How is the procedure for applying for nationality going?,Droit des étrangers
I have been in Belgium for at least 10 years.,Droit des étrangers
Can I terminate my short-term lease before expiry in Brussels?,Droit immobilier
Can I get help paying my water bill in Wallonia?,Droit financier
I'm a parent. I'm the child's father/mother. Do I have to pay a food contribution?,Droit de la famille
I divorce. I divorce by mutual consent. Should we talk to a lawyer or notary to draft our divorce agreements?,Droit de la famille
Can my lawyer help me in the police hearing?,Droit pénal
"If I don't pay off my mortgage, can we get my house sold?",Droit financier
Can we split up by mutual agreement without a declaration of termination of legal cohabitation?,Droit de la famille
How can we end the joint lease in Brussels?,Droit immobilier
Does my insurance cover my child who never lives at home?,Droit financier
"Once our agreements have been drafted, how can I apply for a divorce?",Droit de la famille
Who can be heard in the process of placing property by the justice of the peace?,Droit de la famille
Do I have to have fire insurance if I'm a tenant?,Droit financier
I file a complaint with a mediator. The company is located in Belgium. Is the recovery procedure suspended if I file a complaint with the Ombudsman for the consumer?,Droit financier
What documents do I need to give the legal aid office?,Droit pénal
Are the urgent and temporary measures taken by the family judge limited in time for legal cohabitants?,Droit de la famille
Can I be kicked out of Belgium if I make a declaration of legal cohabitation?,Droit des étrangers
"If I don't sign the lease agreement, can my companion put me at the door?",Droit de la famille
"If I am overindebted, am I entitled to legal aid?",Droit pénal
I am an adult and married to a Belgian.,Droit des étrangers
"I'm a victim of domestic violence, who can I talk to if I need help?",Droit de la famille
What should the judge do with my food contributions?,Droit de la famille
"If we are married, what steps do we take to be recognized as the father of my child?",Droit de la famille
I'm bringing a lawsuit and I don't agree with the decision.,Droit pénal
What are my rights during this police hearing as a suspect?,Droit pénal
A person under judicial protection in Brussels?,Droit immobilier
"If I don't pay for my parking, what are the risks?",Droit financier
"I'm a victim of an offence, in which cases can I file a complaint with the police?",Droit pénal
I do not agree with the decision of the doctor-counsel. Can I challenge it?,Droit de la protection sociale
How does a lawyer calculate his fees?,Droit pénal
What are the consequences of our divorce with our children?,Droit de la famille
I signed a declaration of legal cohabitation.,Droit de la famille
"If we are married, what steps are taken to be recognized as the father of my child?",Droit de la famille
What kind of sanctions do I face if I work in the dark?,Droit du travail
What are the consequences of the principal residence lease?,Droit immobilier
Do you need a rental permit in Brussels?,Droit immobilier
"If I live at home, can my companion put me at the door?",Droit immobilier
Can I file a complaint with the police if I'm a victim of an offence?,Droit pénal
Can the owner terminate the informal rental lease before expiry in Brussels?,Droit immobilier
I'm a victim of domestic violence.,Droit de la famille
"After 9 years, what happens if I still occupy the accommodation in Brussels?",Droit immobilier
I was sentenced to a prison sentence. What is electronic surveillance?,Droit pénal
I confide in a professional. Is everything I tell the professional covered by professional secrecy?,Droit du travail
The child's father is married to someone other than the mother.,Droit de la famille
I live with my family in Belgium. I become a legal cohabitant. Can I make a declaration of legal cohabitation if I am in an illegal stay?,Droit des étrangers
Do I have to pay the costs of justice if I dispute a decision of a social security agency?,Droit de la protection sociale
"If I claim exceptional merits, what conditions can I apply for Belgian nationality?",Droit des étrangers
Does my legal cohabitant benefit from the inheritance?,Droit de la famille
Do I have to install fire detectors in Wallonia?,Droit immobilier
How is the procedure for the reintegration journey going?,Droit de la protection sociale
What is an income seizure?,Droit financier
What is the drop-off clause in Brussels?,Droit immobilier
Does the lease end at maturity in Brussels?,Droit immobilier
Can the pro deo lawyer charge me a fee?,Droit pénal
The child's father and mother live together.,Droit de la famille
"My spouse died, I have to pay the rent but the account is blocked.",Droit financier
I am a parent and I want to know how to calculate the food contribution indexation.,Droit de la famille
Can anyone seize my car if they find cannabis?,Droit pénal
How can we challenge the buyer's value?,Droit immobilier
How to act on the rupture for medical force majeure?,Droit du travail
